"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrezgene_id","external_gene_name","gene_biotype","external_gene_source","transcript_count","description"
"ENSG00000236618",29.0156450767948,7.79494671146686,1.247963820961,6.24613196355672,4.20741742425647e-10,8.0657771261882e-10,"NA","PITPNA-AS1","lncRNA","HGNC Symbol",1,"PITPNA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44116]"
"ENSG00000266524",38.7317574046652,3.69741859942281,0.592095786957401,6.24462913074033,4.24806852587326e-10,8.14302304329862e-10,"2662","GDF10","protein_coding","HGNC Symbol",1,"growth differentiation factor 10 [Source:HGNC Symbol;Acc:HGNC:4215]"
"ENSG00000116183",106.753651148828,-3.06027175812605,0.490088409777001,-6.24432591564148,4.25631674345158e-10,8.15814887524134e-10,"60676","PAPPA2","protein_coding","HGNC Symbol",5,"pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]"
"ENSG00000014824",1668.24739547737,-0.771208367313677,0.123506502689608,-6.24427338252665,4.25774736497028e-10,8.16020587158088e-10,"10463","SLC30A9","protein_coding","HGNC Symbol",5,"solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]"
"ENSG00000069493",108.424959863382,1.63328283069675,0.26159785729293,6.24348703616423,4.2792179229999e-10,8.2006669337772e-10,"29121","CLEC2D","protein_coding","HGNC Symbol",16,"C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]"
"ENSG00000118903",16.9497952410567,-8.05801122805705,1.29069024333209,-6.24317977894853,4.28763601889304e-10,8.21542008487856e-10,"NA","BTF3P11","processed_pseudogene","HGNC Symbol",1,"basic transcription factor 3 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:1126]"
"ENSG00000241945",232.83219829371,1.21497351790101,0.194607822073767,6.24318953346318,4.28736852079104e-10,8.21542008487856e-10,"5822","PWP2","protein_coding","HGNC Symbol",6,"PWP2 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]"
"ENSG00000237072",17.5124949820214,-8.1032305521193,1.29800051718877,-6.24285618134377,4.29651927791896e-10,8.23175017748321e-10,"NA","AL161727.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"novel pseudogene"
"ENSG00000124688",281.63305229319,1.21556503950438,0.194734296756872,6.24217233301246,4.31535111817303e-10,8.26713652998995e-10,"9587","MAD2L1BP","protein_coding","HGNC Symbol",3,"MAD2L1 binding protein [Source:HGNC Symbol;Acc:HGNC:21059]"
"ENSG00000250147",18.0965581155012,-8.14565422707828,1.30495274557745,-6.24210666224069,4.31716379652438e-10,8.26991521015704e-10,"NA","MORF4L2P1","processed_pseudogene","HGNC Symbol",1,"mortality factor 4 like 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20403]"
"ENSG00000173209",1155.71574484961,0.80295277111431,0.128695374908635,6.23917348765916,4.39888914518441e-10,8.42576048196661e-10,"NA","AHSA2P","transcribed_unitary_pseudogene","HGNC Symbol",15,"activator of HSP90 ATPase homolog 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20437]"
"ENSG00000188937",21.9823527756654,-8.43356269977831,1.35182977509159,-6.23862771420827,4.41426146349043e-10,8.45449573921868e-10,"60506","NYX","protein_coding","HGNC Symbol",3,"nyctalopin [Source:HGNC Symbol;Acc:HGNC:8082]"
"ENSG00000236569",17.5494362921377,-8.10591533070255,1.2998211063823,-6.23617764852515,4.48391878316194e-10,8.58718780467974e-10,"NA","HNRNPA1P73","processed_pseudogene","HGNC Symbol",1,"heterogeneous nuclear ribonucleoprotein A1 pseudogene 73 [Source:HGNC Symbol;Acc:HGNC:48803]"
"ENSG00000241671",16.8672130890713,-8.04847765538024,1.29070566174247,-6.23571887374748,4.49708084623351e-10,8.61167217912356e-10,"NA","AC117394.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"pseudogene similar to KIAA1328"
"ENSG00000232119",708.574603412737,0.775355856416255,0.124364436885023,6.2345464333432,4.53088925444501e-10,8.67568579040338e-10,"28985","MCTS1","protein_coding","HGNC Symbol",6,"MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]"
"ENSG00000174992",17.7940181178871,-8.12873362580903,1.30384012352521,-6.23445580416047,4.53351293592844e-10,8.67998157725983e-10,"653808","ZG16","protein_coding","HGNC Symbol",1,"zymogen granule protein 16 [Source:HGNC Symbol;Acc:HGNC:30961]"
"ENSG00000165410",2254.47148993746,-0.681198820994263,0.109274331751223,-6.23384110501905,4.55134742845626e-10,8.71339721523325e-10,"1073","CFL2","protein_coding","HGNC Symbol",9,"cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]"
"ENSG00000134864",53.8676254722425,2.2141285644624,0.355223689894804,6.23305434701748,4.57427386558525e-10,8.7565547837759e-10,"87769","GGACT","protein_coding","HGNC Symbol",6,"gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:HGNC:25100]"
"ENSG00000269652",31.0275263699986,7.89338063687762,1.26648006315106,6.23253446030451,4.58948537916629e-10,8.78493763782731e-10,"NA","AC011510.1","lncRNA","Clone-based (Ensembl) gene",1,"novel transcript, antisense to AXL"
"ENSG00000198865",21.0608374149631,-8.3630113277399,1.34215481159608,-6.23103330218269,4.63368582385989e-10,8.86880008037569e-10,"100129792","CCDC152","protein_coding","HGNC Symbol",2,"coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:HGNC:34438]"
"ENSG00000237090",21.9827067513011,-4.55883308124708,0.73167993656312,-6.2306383617146,4.64538340408022e-10,8.89044371826233e-10,"NA","AL512353.3","processed_pseudogene","Clone-based (Ensembl) gene",1,"makorin, ring finger protein, 1 (MKRN1) pseudogene"
"ENSG00000249087",37.182873441314,4.04411105418845,0.649125690328451,6.23008935625729,4.66169206395625e-10,8.92090778039574e-10,"NA","ZNF436-AS1","lncRNA","HGNC Symbol",7,"ZNF436 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25122]"
"ENSG00000146535",3559.64663471295,0.557844442904001,0.0895440930205747,6.22982961897693,4.66942723391102e-10,8.934961340222e-10,"2768","GNA12","protein_coding","HGNC Symbol",8,"G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]"
"ENSG00000269608",24.8186550306192,-5.0938914437528,0.817672833554785,-6.22974279530286,4.67201570022632e-10,8.93916513880045e-10,"NA","AC011487.3","processed_pseudogene","Clone-based (Ensembl) gene",1,"oligosaccharyltransferase complex subunit (OSTC) pseudogene"
"ENSG00000234200",16.9006912169137,-8.04672079021686,1.29169384066331,-6.22958826379843,4.67662619887822e-10,8.9472367485452e-10,"NA","AC243591.1","unprocessed_pseudogene","Clone-based (Ensembl) gene",1,"putative paraneoplastic antigen-like protein 6B-like protein LOC649238 pseudogene"
"ENSG00000142556",277.379261613581,0.921569271398434,0.147936739185695,6.22948211831039,4.67979565704977e-10,8.95255026398914e-10,"80110","ZNF614","protein_coding","HGNC Symbol",4,"zinc finger protein 614 [Source:HGNC Symbol;Acc:HGNC:24722]"
"ENSG00000227029",16.5611619304838,-8.01905697193146,1.2874530134238,-6.22862107457103,4.7055836469108e-10,9.00112900368442e-10,"NA","AL139237.1","lncRNA","Clone-based (Ensembl) gene",1,"novel transcript"
"ENSG00000260091",29.1526182857638,7.80269237664574,1.25276635974085,6.22836997176377,4.71313018255191e-10,9.01480915446215e-10,"NA","AC093752.3","lncRNA","Clone-based (Ensembl) gene",1,"novel transcript"
"ENSG00000231417",17.148736224937,-8.07525215665658,1.29656384649605,-6.22819476146882,4.71840287253419e-10,9.02413819049641e-10,"NA","IRX1P1","unprocessed_pseudogene","HGNC Symbol",1,"iroquois homeobox 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33315]"
"ENSG00000248121",28.0392420789013,7.74616770898664,1.2438551308901,6.22754814175466,4.73791179457536e-10,9.06069075809645e-10,"NA","SMURF2P1","transcribed_unprocessed_pseudogene","HGNC Symbol",2,"SMAD specific E3 ubiquitin protein ligase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44402]"
"ENSG00000128815",27.5195169297583,-7.78275957655215,1.25000895077124,-6.22616307807258,4.7799653242037e-10,9.14034746223055e-10,"57705","WDFY4","protein_coding","HGNC Symbol",6,"WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]"
"ENSG00000137501",647.121120874692,1.09392693344677,0.175710380950633,6.22573878406261,4.79292054319965e-10,9.16435309893199e-10,"54843","SYTL2","protein_coding","HGNC Symbol",30,"synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]"
"ENSG00000156194",19.4319100540345,-5.37075510361951,0.862705025424482,-6.22548257554998,4.80076009644496e-10,9.17857407267719e-10,"5470","PPEF2","protein_coding","HGNC Symbol",8,"protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]"
"ENSG00000152457",160.429068746009,1.2529931036578,0.201276199301389,6.22524226911489,4.808124445528e-10,9.19188419790691e-10,"64421","DCLRE1C","protein_coding","HGNC Symbol",16,"DNA cross-link repair 1C [Source:HGNC Symbol;Acc:HGNC:17642]"
"ENSG00000106028",992.341214088686,0.613585223696929,0.0985656791770664,6.22514072666882,4.81123959339598e-10,9.19706940611491e-10,"6742","SSBP1","protein_coding","HGNC Symbol",15,"single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]"
"ENSG00000223638",27.9992386333396,7.74542614637482,1.24457617592647,6.22334437714034,4.86667527979213e-10,9.30226026772055e-10,"342931","RFPL4A","protein_coding","HGNC Symbol",1,"ret finger protein like 4A [Source:HGNC Symbol;Acc:HGNC:16449]"
"ENSG00000213924",26.786198997732,-6.83965386639079,1.09910890380193,-6.22290825115847,4.88022797163032e-10,9.3273842270674e-10,"NA","HNRNPH1P2","processed_pseudogene","HGNC Symbol",1,"heterogeneous nuclear ribonucleoprotein H1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48810]"
"ENSG00000255491",16.4633483916639,-8.012326157093,1.28756313547941,-6.22286079517933,4.88170489472542e-10,9.32942597912115e-10,"NA","AC100858.3","lncRNA","Clone-based (Ensembl) gene",4,"novel transcript"
"ENSG00000264070",46.6203976322863,6.60509685885206,1.06145470512845,6.22268366887381,4.88722126613283e-10,9.33918653267033e-10,"NA","DND1P1","processed_pseudogene","HGNC Symbol",1,"DND microRNA-mediated repression inhibitor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31444]"
"ENSG00000256892",17.3073740137612,-8.0786177173224,1.29829389763599,-6.22248762936683,4.89333375775085e-10,9.3500845069846e-10,"100288485","MTRNR2L7","protein_coding","HGNC Symbol",1,"MT-RNR2 like 7 [Source:HGNC Symbol;Acc:HGNC:37164]"
"ENSG00000096996",20.4331501883725,-3.78969189003864,0.609052103155077,-6.22227863660082,4.89985834751019e-10,9.36176802022408e-10,"3594","IL12RB1","protein_coding","HGNC Symbol",7,"interleukin 12 receptor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:5971]"
"ENSG00000172732",1018.72001929915,0.755948729508381,0.121494994892555,6.22205655613145,4.90680082965281e-10,9.37424794485135e-10,"80198","MUS81","protein_coding","HGNC Symbol",17,"MUS81 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29814]"
"ENSG00000111341",33.612366319883,4.53570749283745,0.72900961558296,6.22173891247021,4.91674741132068e-10,9.39246451346758e-10,"4256","MGP","protein_coding","HGNC Symbol",4,"matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]"
"ENSG00000152944",801.90459074844,-0.688027431816773,0.11058809527729,-6.22153252654915,4.92322065077361e-10,9.40404346194457e-10,"9412","MED21","protein_coding","HGNC Symbol",7,"mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]"
"ENSG00000270192",18.1613893332791,-8.15930680025078,1.31153301345428,-6.22119818300341,4.93372490226903e-10,9.4233196284449e-10,"NA","MRPS35P3","processed_pseudogene","HGNC Symbol",1,"mitochondrial ribosomal protein S35 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29770]"
"ENSG00000263257",27.5725650000318,-6.88355943246192,1.10667450158959,-6.2200397881894,4.97028826309785e-10,9.49236080362422e-10,"NA","AC040173.2","lncRNA","Clone-based (Ensembl) gene",3,"novel transcript"
"ENSG00000178965",25.3603441421117,-4.32288876666244,0.694998725753778,-6.21999524096097,4.97169961113162e-10,9.49426199265034e-10,"127254","ERICH3","protein_coding","HGNC Symbol",5,"glutamate rich 3 [Source:HGNC Symbol;Acc:HGNC:25346]"
"ENSG00000228474",3022.031485708,-0.776234998479907,0.124799259627168,-6.21986861780171,4.97571343008644e-10,9.50033767741687e-10,"100128731","OST4","protein_coding","HGNC Symbol",3,"oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]"
"ENSG00000273142",238.791508420216,1.08429746295389,0.174327715768957,6.21987994376608,4.97535428036054e-10,9.50033767741687e-10,"NA","LINC02604","lncRNA","HGNC Symbol",1,"long intergenic non-protein coding RNA 2604 [Source:HGNC Symbol;Acc:HGNC:53972]"
"ENSG00000127328",398.210675193404,-1.01760527635006,0.163615951228605,-6.21947474380573,4.98821904434801e-10,9.52341869731269e-10,"117177","RAB3IP","protein_coding","HGNC Symbol",18,"RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]"
"ENSG00000095383",1005.75199504604,1.52422341351778,0.24507927027227,6.21930778488303,4.99352929109669e-10,9.5327597387522e-10,"55357","TBC1D2","protein_coding","HGNC Symbol",6,"TBC1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:18026]"
"ENSG00000184207",1202.71558502306,-0.974482910672328,0.156710586872307,-6.21836041917427,5.02376555838985e-10,9.58967957341475e-10,"283871","PGP","protein_coding","HGNC Symbol",2,"phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]"
"ENSG00000034713",1001.98185649479,-0.992105452351806,0.159548075927225,-6.21822260523116,5.02817890910311e-10,9.59730160478421e-10,"11345","GABARAPL2","protein_coding","HGNC Symbol",5,"GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]"
"ENSG00000018280",24.8320781807273,-3.69583944236826,0.59440992514665,-6.217661055132,5.0462011299026e-10,9.63089548534328e-10,"6556","SLC11A1","protein_coding","HGNC Symbol",18,"solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]"
"ENSG00000198171",1642.26760659976,-0.666962619989281,0.107274294209548,-6.21735733526661,5.05597487704428e-10,9.64874249292995e-10,"65992","DDRGK1","protein_coding","HGNC Symbol",4,"DDRGK domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16110]"
"ENSG00000120314",522.230099995646,0.915709666912748,0.147291423433212,6.21699244646088,5.06774148117667e-10,9.67038933594645e-10,"54853","WDR55","protein_coding","HGNC Symbol",5,"WD repeat domain 55 [Source:HGNC Symbol;Acc:HGNC:25971]"
"ENSG00000102057",322.1646201398,-0.948663491242996,0.152609675010466,-6.2162735827721,5.0910009856954e-10,9.71396176376314e-10,"3750","KCND1","protein_coding","HGNC Symbol",3,"potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]"
"ENSG00000236091",27.4014418958406,-6.909396855239,1.11185749376121,-6.21428276016357,5.15596102764019e-10,9.83708760329479e-10,"NA","LINC02243","lncRNA","HGNC Symbol",1,"long intergenic non-protein coding RNA 2243 [Source:HGNC Symbol;Acc:HGNC:53129]"
"ENSG00000232630",29.5017745651057,4.58705193580494,0.738201721054155,6.21381907543457,5.17120669093818e-10,9.86535044322876e-10,"NA","PRPS1P2","processed_pseudogene","HGNC Symbol",1,"phosphoribosyl pyrophosphate synthetase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9464]"
"ENSG00000217716",171.233567025179,-1.40537003343718,0.226189645709558,-6.21323769719221,5.1903842134129e-10,9.90110892314643e-10,"NA","RPS10P3","processed_pseudogene","HGNC Symbol",1,"ribosomal protein S10 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23684]"
"ENSG00000227538",17.8674049313195,-8.12740926239228,1.30819061891425,-6.21271024641479,5.20784290299608e-10,9.93358287872007e-10,"NA","HNRNPFP1","processed_pseudogene","HGNC Symbol",1,"heterogeneous nuclear ribonucleoprotein F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48812]"
"ENSG00000237224",17.9380696027106,-8.14146556218437,1.31047998831377,-6.21258289694315,5.21206676832675e-10,9.94080904936505e-10,"NA","AL157832.2","lncRNA","Clone-based (Ensembl) gene",6,"novel transcript"
"ENSG00000198440",221.241226773706,-1.30799896237437,0.210548346431306,-6.21234497702941,5.21996693946991e-10,9.95504512806767e-10,"147949","ZNF583","protein_coding","HGNC Symbol",8,"zinc finger protein 583 [Source:HGNC Symbol;Acc:HGNC:26427]"
"ENSG00000220132",17.5061657216079,-8.09591246367808,1.30320396147781,-6.21231419101694,5.22099004773862e-10,9.95616461659478e-10,"NA","AC236430.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"pseudogene similar to part of cleavage and polyadenylation specificity factor 1, 160 kDa (CPSF1)"
"ENSG00000228819",21.3717049663571,-3.66252779206948,0.589639979380808,-6.21146448705117,5.24930553370056e-10,1.00093247585721e-09,"NA","AL049792.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"acylglycerol kinase, pseudogene"
"ENSG00000261462",17.8824870421204,-8.12517852454425,1.30827213835133,-6.21061802537775,5.27766195771013e-10,1.00625540750394e-09,"NA","AC004023.1","lncRNA","Clone-based (Ensembl) gene",1,"novel transcript"
"ENSG00000231298",34.9549114649851,4.13434111716834,0.665708308996675,6.21043940911513,5.28366466507415e-10,1.00731577706591e-09,"NA","MANCR","lncRNA","HGNC Symbol",6,"mitotically associated long non coding RNA [Source:HGNC Symbol;Acc:HGNC:44678]"
"ENSG00000157890",46.5434297273903,-2.11383721253347,0.340447397456061,-6.20899800770628,5.33234988301565e-10,1.01651259042458e-09,"84465","MEGF11","protein_coding","HGNC Symbol",15,"multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]"
"ENSG00000249934",28.2260295186017,-6.93027839794304,1.11629679117712,-6.20827583911189,5.35690640579787e-10,1.02110856845926e-09,"NA","NCOA4P2","processed_pseudogene","HGNC Symbol",1,"nuclear receptor coactivator 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52403]"
"ENSG00000196696",46.0317471214421,6.5943164217418,1.06219174658207,6.20821658891727,5.3589260327995e-10,1.02140825954928e-09,"NA","AC009022.1","lncRNA","Clone-based (Ensembl) gene",6,"novel transcript"
"ENSG00000048540",20.5784049782131,-4.44926568011243,0.71667935399531,-6.20816778843827,5.3605900244166e-10,1.02164012235939e-09,"55885","LMO3","protein_coding","HGNC Symbol",35,"LIM domain only 3 [Source:HGNC Symbol;Acc:HGNC:6643]"
"ENSG00000234213",30.5581223963213,-2.87146264162771,0.462553283512698,-6.2078526820119,5.37134662266193e-10,1.02360470279943e-09,"NA","FHP1","processed_pseudogene","HGNC Symbol",1,"fumarate hydratase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39442]"
"ENSG00000271625",29.0616272816468,-6.94685953960985,1.11941337820418,-6.20580357075449,5.44181151559929e-10,1.03694647275797e-09,"NA","PSMA6P4","processed_pseudogene","HGNC Symbol",1,"proteasome subunit alpha 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39609]"
"ENSG00000262235",17.9680365695795,-8.13104827895745,1.31053408399837,-6.20437757265346,5.49138024819093e-10,1.04630454904189e-09,"NA","TMF1P1","processed_pseudogene","HGNC Symbol",1,"TATA element modulatory factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51353]"
"ENSG00000263874",96.7263684956202,-1.42533631468845,0.229731946433365,-6.20434526767864,5.49250828098047e-10,1.0464321459967e-09,"NA","LINC00672","protein_coding","HGNC Symbol",1,"long intergenic non-protein coding RNA 672 [Source:HGNC Symbol;Acc:HGNC:44353]"
"ENSG00000231839",16.3439742055958,-7.99967370610523,1.28951967919546,-6.20360730834,5.51833818740299e-10,1.05126552752345e-09,"NA","DPY19L4P2","processed_pseudogene","HGNC Symbol",1,"DPY19L4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:53908]"
"ENSG00000204967",29.7360189279292,-3.44058155199295,0.554615059025137,-6.20354874251082,5.520393166244e-10,1.05156926145474e-09,"56144","PCDHA4","protein_coding","HGNC Symbol",5,"protocadherin alpha 4 [Source:HGNC Symbol;Acc:HGNC:8670]"
"ENSG00000168268",4865.86977909764,0.837424470053581,0.134995693978989,6.20334208722182,5.52765032932326e-10,1.05286381627274e-09,"64943","NT5DC2","protein_coding","HGNC Symbol",15,"5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]"
"ENSG00000215834",16.3410068301221,-8.00374795368557,1.29045257571698,-6.20227980810425,5.56510180915075e-10,1.05982043963056e-09,"NA","FMO9P","transcribed_unprocessed_pseudogene","HGNC Symbol",2,"flavin containing dimethylaniline monoxygenase 9, pseudogene [Source:HGNC Symbol;Acc:HGNC:32210]"
"ENSG00000260112",16.3410068301221,-8.00374795368557,1.29045257571698,-6.20227980810425,5.56510180915075e-10,1.05982043963056e-09,"NA","AC008567.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"actin, beta (ACTB) pseudogene"
"ENSG00000165704",1161.23296227484,-0.74991125041834,0.120923130065428,-6.20155341672506,5.59085373070146e-10,1.0646358384512e-09,"3251","HPRT1","protein_coding","HGNC Symbol",3,"hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]"
"ENSG00000138279",1750.21370199451,-0.636887821125769,0.102726768513431,-6.19982337945831,5.65265592634925e-10,1.07631471892038e-09,"310","ANXA7","protein_coding","HGNC Symbol",5,"annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]"
"ENSG00000142453",3266.438393522,-0.665181120921756,0.107293687890552,-6.1996295774668,5.65962050512776e-10,1.0775509643238e-09,"10498","CARM1","protein_coding","HGNC Symbol",10,"coactivator associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23393]"
"ENSG00000259005",18.3862783470849,-4.2693061822822,0.688647336694079,-6.19955375530447,5.66234757171498e-10,1.07798027903813e-09,"NA","AC005479.1","lncRNA","Clone-based (Ensembl) gene",1,"novel transcript"
"ENSG00000262580",59.2721614674698,2.17725658289211,0.351201915590578,6.19944392737964,5.66629998439098e-10,1.0786427803189e-09,"NA","AC087741.1","lncRNA","Clone-based (Ensembl) gene",5,"novel transcript, antisense to CARD14"
"ENSG00000236172",16.3655348528439,-8.00551926513705,1.29136461869813,-6.19927102634086,5.67252768500979e-10,1.07973826120371e-09,"NA","MIR7515HG","lncRNA","HGNC Symbol",80,"MIR7515 host gene [Source:HGNC Symbol;Acc:HGNC:49838]"
"ENSG00000276290",26.7507390748491,-3.80405417041344,0.613652009283315,-6.19904133428359,5.68081126496794e-10,1.08122485351578e-09,"NA","RBBP4P3","processed_pseudogene","HGNC Symbol",1,"RBBP4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42370]"
"ENSG00000235916",38.8713438097547,-2.44928311998732,0.395111358198238,-6.19896914924538,5.68341697215174e-10,1.0816306224927e-09,"NA","AC233279.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"mitochondrial ribosomal protein S18C (MRPS18C) pseudogene"
"ENSG00000242593",19.2470294056521,-8.24262449299194,1.32985174589535,-6.19815292827431,5.71296186735256e-10,1.08716278596032e-09,"NA","AC006148.1","lncRNA","Clone-based (Ensembl) gene",11,"novel transcript"
"ENSG00000179331",29.744734556806,4.61588604152837,0.744750640358095,6.19789469305985,5.72234042213706e-10,1.08885674143515e-09,"54734","RAB39A","protein_coding","HGNC Symbol",1,"RAB39A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16521]"
"ENSG00000248482",16.2461606667758,-7.99284054573972,1.28961020696786,-6.19787320428591,5.72312152552035e-10,1.08891461311467e-09,"NA","AC008406.1","lncRNA","Clone-based (Ensembl) gene",1,"novel transcript"
"ENSG00000172113",350.921363884868,0.870742307140204,0.140491137107753,6.19784511013225,5.72414288721637e-10,1.08893746949495e-09,"10201","NME6","protein_coding","HGNC Symbol",22,"NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:HGNC:20567]"
"ENSG00000264179",39.0523457210888,-3.6362991899531,0.586703923068034,-6.1978436601172,5.72419560727505e-10,1.08893746949495e-09,"NA","AP000894.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 (PSMD8) pseudogene"
"ENSG00000249262",16.3990129806862,-8.00358173483861,1.29148801900047,-6.19717846165762,5.74843111319575e-10,1.09345677648941e-09,"NA","AC112250.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"mitochondrial ribosomal protein L19 (MRPL19) pseudogene"
"ENSG00000164346",2048.06462694651,-0.880244527158832,0.142058854087978,-6.19633695351148,5.77923368087318e-10,1.0992244016857e-09,"10412","NSA2","protein_coding","HGNC Symbol",5,"NSA2 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:30728]"
"ENSG00000008197",27.4641435603242,-6.8831537325835,1.11093459941725,-6.19582263095786,5.79813918152369e-10,1.1027284031505e-09,"83741","TFAP2D","protein_coding","HGNC Symbol",2,"transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581]"
"ENSG00000100802",220.458973577505,1.11410446014248,0.179820068455081,6.1956625292954,5.80403651492267e-10,1.10375804777746e-09,"60686","C14orf93","protein_coding","HGNC Symbol",21,"chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:HGNC:20162]"
"ENSG00000178928",17.9989418314143,-8.14518626902895,1.31469045330623,-6.19551640353447,5.80942415545808e-10,1.10469060027576e-09,"284355","TPRX1","protein_coding","HGNC Symbol",3,"tetrapeptide repeat homeobox 1 [Source:HGNC Symbol;Acc:HGNC:32174]"
"ENSG00000169193",131.79499159837,1.35319519695436,0.218425329317029,6.19523020148591,5.81999053555926e-10,1.10660767824451e-09,"90693","CCDC126","protein_coding","HGNC Symbol",8,"coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]"
"ENSG00000245522",43.4281026984078,2.87756967652991,0.464513309640859,6.19480565315711,5.83569911253127e-10,1.10950208810034e-09,"NA","LINC02709","lncRNA","HGNC Symbol",2,"long intergenic non-protein coding RNA 2709 [Source:HGNC Symbol;Acc:HGNC:54226]"
"ENSG00000166035",26.2918260231763,-3.14574086360728,0.507840849577083,-6.19434388987606,5.85283163766466e-10,1.11266671902643e-09,"3990","LIPC","protein_coding","HGNC Symbol",7,"lipase C, hepatic type [Source:HGNC Symbol;Acc:HGNC:6619]"
"ENSG00000171574",251.011283651023,1.33595765838098,0.215677887162245,6.19422638063956,5.85719934000432e-10,1.11340433748792e-09,"201514","ZNF584","protein_coding","HGNC Symbol",9,"zinc finger protein 584 [Source:HGNC Symbol;Acc:HGNC:27318]"
"ENSG00000250516",17.1424069645235,-8.06752651558475,1.30243691726651,-6.19417831960452,5.85898663748409e-10,1.11365136070071e-09,"NA","AC021678.1","processed_pseudogene","Clone-based (Ensembl) gene",1,"degenerative spermatocyte homolog 1, lipid desaturase (Drosophila) (DEGS1) pseudogene"
"ENSG00000271590",26.8271882759849,7.68343661321206,1.24044065080822,6.19411868532837,5.86120506136563e-10,1.11398028264217e-09,"NA","AC108463.3","lncRNA","Clone-based (Ensembl) gene",1,"novel transcript"
