"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezgene_id","external_gene_name","chromosome_name","start_position","end_position","gene_biotype","description"
"ENSMUSG00000002020",607.525021510643,-3.06696604681035,0.318310507384745,2.95380790677501e-23,7.80321031626293e-21,"16997","Ltbp2","12",84829986,84923306,"protein_coding","latent transforming growth factor beta binding protein 2 [Source:MGI Symbol;Acc:MGI:99502]"
"ENSMUSG00000039813",99.7548474606707,2.77423959302347,0.288071512502211,3.32909461422204e-23,8.55197786135349e-21,"381605","Tbc1d2","4",46604390,46650209,"protein_coding","TBC1 domain family, member 2 [Source:MGI Symbol;Acc:MGI:2652885]"
"ENSMUSG00000049916",243.889594723819,1.92262768261834,0.199548331784529,3.34001418607208e-23,8.55197786135349e-21,"70458","2610318N02Rik","16",16931262,16943031,"protein_coding","RIKEN cDNA 2610318N02 gene [Source:MGI Symbol;Acc:MGI:1917708]"
"ENSMUSG00000000253",229.946986599794,-2.22473316177857,0.231492073287325,4.36911900327488e-23,1.10174617532581e-20,"66355","Gmpr","13",45660920,45707276,"protein_coding","guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]"
"ENSMUSG00000020363",91.2685515665761,-5.9099260928329,0.600490870456614,4.85113706218874e-23,1.20503692725384e-20,"14584","Gfpt2","11",49685005,49729440,"protein_coding","glutamine fructose-6-phosphate transaminase 2 [Source:MGI Symbol;Acc:MGI:1338883]"
"ENSMUSG00000022148",171.180704322771,-2.81443918879091,0.293924051479965,5.8641972342161e-23,1.43526227307439e-20,"23880","Fyb1","15",6552334,6692794,"protein_coding","FYN binding protein 1 [Source:MGI Symbol;Acc:MGI:1346327]"
"ENSMUSG00000097636",114.211577134896,2.35734444163038,0.24788016396219,1.09033206340611e-22,2.62991254076346e-20,"#N/A","Mirt1","19",53431398,53453533,"lncRNA","myocardial infarction associated transcript 1 [Source:MGI Symbol;Acc:MGI:1922001]"
"ENSMUSG00000025185",1353.62912678786,1.21876741147304,0.128388544051953,1.81962953351508e-22,4.32629918947022e-20,"67573","Loxl4","19",42582421,42601252,"protein_coding","lysyl oxidase-like 4 [Source:MGI Symbol;Acc:MGI:1914823]"
"ENSMUSG00000021678",258.874940524437,2.07097860258592,0.218966078378168,2.11382626907075e-22,4.95498740790767e-20,"14063","F2rl1","13",95648240,95661735,"protein_coding","F2R like trypsin receptor 1 [Source:MGI Symbol;Acc:MGI:101910]"
"ENSMUSG00000021662",584.279392988393,1.91586936073473,0.204211696846935,4.10471309391257e-22,9.48815833638707e-20,"110596","Arhgef28","13",98035977,98342947,"protein_coding","Rho guanine nucleotide exchange factor 28 [Source:MGI Symbol;Acc:MGI:1346016]"
"ENSMUSG00000051341",1265.01127371053,1.46881538606368,0.156458538294609,4.41789298409027e-22,1.00721908129061e-19,"22710","Zfp52","17",21755801,21782863,"protein_coding","zinc finger protein 52 [Source:MGI Symbol;Acc:MGI:99199]"
"ENSMUSG00000021747",197.824439372458,1.70760369560066,0.182179681686787,4.77638531128611e-22,1.07423487480723e-19,"74430","Cfap20dc","14",13803533,14038581,"protein_coding","CFAP20 domain containing [Source:MGI Symbol;Acc:MGI:1926154]"
"ENSMUSG00000001020",1227.87340500051,-1.11655454362117,0.11887562004463,5.55370880757593e-22,1.23240500912648e-19,"20198","S100a4","3",90511078,90513352,"protein_coding","S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282]"
"ENSMUSG00000036545",164.580405247546,-2.52214639786294,0.270315925645489,6.55453773988715e-22,1.43535752111765e-19,"216725","Adamts2","11",50492911,50698400,"protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:MGI Symbol;Acc:MGI:1347356]"
"ENSMUSG00000132676",120.370421144147,-7.0962907997118,0.732091635592967,8.76909943418945e-22,1.89537820627552e-19,"#N/A","","16",25336631,25341913,"lncRNA","novel transcript"
"ENSMUSG00000042734",204.200680921411,2.58207978952093,0.27810768735079,9.50212203975531e-22,2.02748483471343e-19,"69480","Ttc9","12",81678023,81714331,"protein_coding","tetratricopeptide repeat domain 9 [Source:MGI Symbol;Acc:MGI:1916730]"
"ENSMUSG00000051067",91.8159864433147,-4.38367969218828,0.470862967198782,1.13094575967759e-21,2.38257345295116e-19,"237403","Lingo3","10",80668635,80679873,"protein_coding","leucine rich repeat and Ig domain containing 3 [Source:MGI Symbol;Acc:MGI:3609246]"
"ENSMUSG00000035934",319.013521261987,-2.00353277135519,0.216412581777443,1.20660066496689e-21,2.51018185838049e-19,"208076","Pknox2","9",36802278,37058703,"protein_coding","Pbx/knotted 1 homeobox 2 [Source:MGI Symbol;Acc:MGI:2445415]"
"ENSMUSG00000025931",168.449935018313,-2.39372528170541,0.259124672067328,1.46696511730927e-21,3.01416054905904e-19,"74229","Paqr8","1",20960830,21009874,"protein_coding","progestin and adipoQ receptor family member VIII [Source:MGI Symbol;Acc:MGI:1921479]"
"ENSMUSG00000089762",874.919716194916,-1.36537691021129,0.147554023789601,1.67065699919201e-21,3.39082249238446e-19,"72500","Ier5l","2",30361549,30364231,"protein_coding","immediate early response 5-like [Source:MGI Symbol;Acc:MGI:1919750]"
"ENSMUSG00000025372",1980.63558522213,-1.05411992008072,0.114006640384958,2.29567555083473e-21,4.60324436054727e-19,"108100","Baiap2","11",119833589,119897608,"protein_coding","brain-specific angiogenesis inhibitor 1-associated protein 2 [Source:MGI Symbol;Acc:MGI:2137336]"
"ENSMUSG00000003849",541.65111635535,-2.0771146490285,0.226663827853081,2.79654416060139e-21,5.54081957915345e-19,"18104","Nqo1","8",108114857,108129838,"protein_coding","NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]"
"ENSMUSG00000027199",2331.65780797867,1.02495961349206,0.111673087868242,4.69259471417505e-21,9.18810045035476e-19,"67092","Gatm","2",122424948,122441784,"protein_coding","glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:MGI Symbol;Acc:MGI:1914342]"
"ENSMUSG00000027661",62.9358217049376,-4.71231621073204,0.50884176109106,5.5869915822313e-21,1.06878506785144e-18,"170441","Slc2a10","2",165345707,165361837,"protein_coding","solute carrier family 2 (facilitated glucose transporter), member 10 [Source:MGI Symbol;Acc:MGI:2156687]"
"ENSMUSG00000034488",393.517647371172,-1.60062596773664,0.175614622520673,5.57591720056278e-21,1.06878506785144e-18,"13612","Edil3","13",88969591,89471342,"protein_coding","EGF-like repeats and discoidin I-like domains 3 [Source:MGI Symbol;Acc:MGI:1329025]"
"ENSMUSG00000031748",482.211020161687,-1.3014537318805,0.142915503154393,6.70852009917515e-21,1.2687488637565e-18,"14681","Gnao1","8",94536594,94696016,"protein_coding","guanine nucleotide binding protein, alpha O [Source:MGI Symbol;Acc:MGI:95775]"
"ENSMUSG00000032232",244.631438872353,2.51931916997807,0.278998218333307,8.32526092932894e-21,1.55682379378451e-18,"68178","Cgnl1","9",71533791,71678884,"protein_coding","cingulin-like 1 [Source:MGI Symbol;Acc:MGI:1915428]"
"ENSMUSG00000032340",1717.08844961833,1.00948344977867,0.111615527866281,1.59788608999518e-20,2.95484646619887e-18,"18007","Neo1","9",58781970,58943724,"protein_coding","neogenin [Source:MGI Symbol;Acc:MGI:1097159]"
"ENSMUSG00000004655",471.031342993952,-1.93413634390943,0.21660684098853,2.55877323125695e-20,4.67974317448455e-18,"11826","Aqp1","6",55313417,55325540,"protein_coding","aquaporin 1 [Source:MGI Symbol;Acc:MGI:103201]"
"ENSMUSG00000051323",1048.71559711961,-1.52042660571892,0.16930599909486,3.41977106985123e-20,6.18644020821023e-18,"279653","Pcdh19","X",132483609,132589736,"protein_coding","protocadherin 19 [Source:MGI Symbol;Acc:MGI:2685563]"
"ENSMUSG00000020773",1687.43936849284,-1.01430733841219,0.113333834767073,3.65721174645706e-20,6.54483603185859e-18,"217333","Trim47","11",115996578,116018036,"protein_coding","tripartite motif-containing 47 [Source:MGI Symbol;Acc:MGI:1917374]"
"ENSMUSG00000031841",1497.29119579097,1.22056057349898,0.137626610078207,6.44297496491697e-20,1.14074928022461e-17,"12554","Cdh13","8",119010472,120051660,"protein_coding","cadherin 13 [Source:MGI Symbol;Acc:MGI:99551]"
"ENSMUSG00000020388",530.52689391313,-2.55649589028493,0.290347749451759,6.97975802114327e-20,1.22278013416724e-17,"30794","Pdlim4","11",53945754,53959840,"protein_coding","PDZ and LIM domain 4 [Source:MGI Symbol;Acc:MGI:1353470]"
"ENSMUSG00000140314",82.872046448286,3.12239390293781,0.356282484350189,8.14736086619238e-20,1.41246382183375e-17,"#N/A","","2",180036618,180096667,"lncRNA","novel transcript"
"ENSMUSG00000017400",413.104491961136,-2.28231124365504,0.26001534003437,9.1854910258302e-20,1.56021768093453e-17,"217154","Stac2","11",97927449,97944288,"protein_coding","SH3 and cysteine rich domain 2 [Source:MGI Symbol;Acc:MGI:2144518]"
"ENSMUSG00000022610",442.359563442223,-1.36106084028187,0.154460538354902,9.28087186279627e-20,1.56021768093453e-17,"29857","Mapk12","15",89014787,89024906,"protein_coding","mitogen-activated protein kinase 12 [Source:MGI Symbol;Acc:MGI:1353438]"
"ENSMUSG00000025854",199.978864975187,-12.0391938254287,3.13447595075307,9.24692094716184e-20,1.56021768093453e-17,"80752","Fam20c","5",138740269,138795832,"protein_coding","FAM20C, golgi associated secretory pathway kinase [Source:MGI Symbol;Acc:MGI:2136853]"
"ENSMUSG00000022884",6945.67824971541,0.975177885309434,0.110775936629989,1.38335982652186e-19,2.30232575928033e-17,"13682","Eif4a2","16",22926194,22932886,"protein_coding","eukaryotic translation initiation factor 4A2 [Source:MGI Symbol;Acc:MGI:106906]"
"ENSMUSG00000017493",5441.28709119005,-2.20634986012481,0.25295113648021,1.83034559099853e-19,3.01608333376124e-17,"16010","Igfbp4","11",98932070,98945218,"protein_coding","insulin-like growth factor binding protein 4 [Source:MGI Symbol;Acc:MGI:96439]"
"ENSMUSG00000027200",51.8893922014052,3.33350036971579,0.381904049740509,1.96036500203884e-19,3.1986622283267e-17,"214968","Sema6d","2",123931889,124509690,"protein_coding","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:MGI Symbol;Acc:MGI:2387661]"
"ENSMUSG00000037541",200.719807663067,-2.57665176474643,0.296629909134405,2.04426867312034e-19,3.30318092492638e-17,"210274","Shank2","7",143555665,143978231,"protein_coding","SH3 and multiple ankyrin repeat domains 2 [Source:MGI Symbol;Acc:MGI:2671987]"
"ENSMUSG00000035413",676.434823570723,-1.33434098553373,0.15336826149487,2.53623643679814e-19,4.05870990554148e-17,"103743","Tmem98","11",80701001,80712859,"protein_coding","transmembrane protein 98 [Source:MGI Symbol;Acc:MGI:1923457]"
"ENSMUSG00000034285",129.766155481727,2.1712271054336,0.250498800300811,2.57459816982e-19,4.08086069907755e-17,"18082","Nipsnap1","11",4823951,4844200,"protein_coding","nipsnap homolog 1 [Source:MGI Symbol;Acc:MGI:1278344]"
"ENSMUSG00000045005",382.783039146082,1.75485058939963,0.202191078191079,2.6744437545991e-19,4.19912900073517e-17,"14367","Fzd5","1",64769717,64776910,"protein_coding","frizzled class receptor 5 [Source:MGI Symbol;Acc:MGI:108571]"
"ENSMUSG00000038235",524.102881329533,1.93607114444945,0.223786104909988,2.95631095238327e-19,4.59830683930044e-17,"16456","F11r","1",171265103,171292171,"protein_coding","F11 receptor [Source:MGI Symbol;Acc:MGI:1321398]"
"ENSMUSG00000033278",57.8670869501689,-4.87034523124913,0.551301052241306,3.48921100724381e-19,5.37693877718137e-17,"19274","Ptprm","17",66973942,67661452,"protein_coding","protein tyrosine phosphatase receptor type M [Source:MGI Symbol;Acc:MGI:102694]"
"ENSMUSG00000046768",751.511228815223,-1.14917678793139,0.132541828301929,3.7599594769059e-19,5.74100968570137e-17,"80837","Rhoj","12",75355096,75448230,"protein_coding","ras homolog family member J [Source:MGI Symbol;Acc:MGI:1931551]"
